feature_set,model_name,evaluation_type,accuracy,precision,recall,f1_score,roc_auc,rb_recall,brier_score,log_loss,ece,mean_confidence,mean_uncertainty,mean_entropy,mean_uncertainty_correct,mean_uncertainty_incorrect,mean_entropy_correct,mean_entropy_incorrect,mean_confidence_incorrect,incorrect_count
top_ranked,logistic_regression,cross_environment,0.6454976303317536,0.4819277108433735,0.6741573033707865,0.5620608899297423,0.6748927038626609,0.6741573033707865,0.26406597266389487,0.9650618701980617,0.16738069416857068,0.8128783245003242,0.1871216754996758,0.3936389904607336,0.17395517973430327,0.21109596324357596,0.3755697491921881,0.4265404698828711,0.7889040367564241,374.0
top_ranked,feedforward_neural_network,cross_environment,0.576303317535545,0.4021505376344086,0.5252808988764045,0.45554202192448234,0.5810146115638714,0.5252808988764045,0.26555661791500557,0.7756302564019619,0.11601894339545037,0.6906979803821006,0.3093020196178993,0.5511641675472998,0.2963779566230188,0.32688105832234543,0.5274864836100492,0.5833700553187723,0.6731189416776547,447.0
proxy_only,random_forest_classifier,stratified_cv,0.8255924170616113,0.7704402515723271,0.6882022471910112,0.7270029673590505,0.8924225619263473,0.6882022471910112,0.12363065996782754,0.392169855161466,0.021880278736193814,0.8037121383254177,0.19628786167458234,0.4223543867529133,0.17078835354287078,0.31699477245023866,0.3881657345460795,0.5841930610580887,0.6830052275497613,184.0
proxy_only,logistic_regression,stratified_cv,0.7469194312796209,0.6297376093294461,0.6067415730337079,0.6180257510729614,0.8215066467345002,0.6067415730337079,0.16117003796534304,0.4797334562996816,0.01361025634961493,0.756134263549261,0.24386573645073897,0.4742904469102558,0.2084156138866434,0.34849006821293865,0.4256029029450737,0.6179825242307183,0.6515099317870613,267.0
proxy_only,feedforward_neural_network,stratified_cv,0.8132701421800947,0.7002518891687658,0.7808988764044944,0.7383798140770252,0.8773488611338831,0.7808988764044944,0.13754250307956037,0.5150540052111323,0.059505445104702986,0.8680597744309334,0.13194022556906654,0.2875618904071925,0.10726556997584995,0.2394064920613499,0.24571672298433062,0.46981140131488514,0.7605935079386501,197.0
proxy_only,random_forest_classifier,cross_environment,0.24928909952606634,0.017699115044247787,0.02247191011235955,0.019801980198019802,0.04757599138416035,0.02247191011235955,0.6143863070881056,4.614873826377557,0.583101216079604,0.8321505357039042,0.1678494642960958,0.35211798593321086,0.29136927484059183,0.12683215347134524,0.5514455723816165,0.28592713336259135,0.8731678465286548,792.0
proxy_only,logistic_regression,cross_environment,0.16587677725118483,0.016605166051660517,0.025280898876404494,0.0200445434298441,0.08606195045892207,0.025280898876404494,0.7050075266911972,3.183056555869595,0.7235046366375025,0.8893814138886873,0.11061858611131273,0.26166480182621227,0.18636482186463565,0.09555541422854966,0.3842425241722723,0.2372885502233026,0.9044445857714504,880.0
proxy_only,feedforward_neural_network,cross_environment,0.1962085308056872,0.023255813953488372,0.033707865168539325,0.027522935779816515,0.07947147610551189,0.033707865168539325,0.5741698191374458,8.188852903344095,0.6130048993205355,0.8092134301262226,0.19078656987377743,0.35926883133354437,0.21342108572002344,0.1852613991424414,0.38282927818818885,0.353517637348979,0.8147386008575586,848.0
reduced_hybrid,random_forest_classifier,stratified_cv,0.8606635071090047,0.8119402985074626,0.7640449438202247,0.7872648335745297,0.9163311150761118,0.7640449438202247,0.10476755099153118,0.34894353195943645,0.029101174347856834,0.8315623327611479,0.16843766723885206,0.3800110971190668,0.14753482287210262,0.29755183516408007,0.351401526616604,0.556728716277136,0.70244816483592,147.0
reduced_hybrid,logistic_regression,stratified_cv,0.8208530805687204,0.7684887459807074,0.6713483146067416,0.7166416791604198,0.8785986401118774,0.6713483146067416,0.13053841368688313,0.4163046616587201,0.02402882974006438,0.8009329982825005,0.1990670017174995,0.4245258465180458,0.1756461528649862,0.30638157899938606,0.39359770341791794,0.5662389254847688,0.693618421000614,189.0
reduced_hybrid,feedforward_neural_network,stratified_cv,0.8654028436018958,0.8282208588957055,0.7584269662921348,0.7917888563049853,0.9113983057658613,0.7584269662921348,0.10592519413181906,0.3716978966749756,0.03134151297841098,0.8784740080330693,0.12152599196693081,0.2867470417212633,0.10457184168370769,0.23053401456258357,0.25943084424589197,0.46237864943262963,0.7694659854374164,142.0
reduced_hybrid,random_forest_classifier,cross_environment,0.2890995260663507,0.11067193675889328,0.15730337078651685,0.12993039443155452,0.18393250389802446,0.15730337078651685,0.5012155042183967,3.1900652639513467,0.4913201647483638,0.7804196908147145,0.21958030918528548,0.4401607657885261,0.27004959114959115,0.1990561345198012,0.5211511930024193,0.40722465872154273,0.8009438654801988,750.0
reduced_hybrid,logistic_regression,cross_environment,0.3127962085308057,0.2121684867394696,0.38202247191011235,0.2728184553660983,0.2300115735159377,0.38202247191011235,0.5788106220517638,3.108324691545849,0.5452995581743698,0.8580957667051754,0.14190423329482452,0.3047434234347127,0.2100093733276968,0.11090465231434474,0.4348419392338797,0.2455261679675057,0.8890953476856552,725.0
reduced_hybrid,feedforward_neural_network,cross_environment,0.22748815165876776,0.1328,0.23314606741573032,0.1692150866462793,0.15221584607223804,0.23314606741573032,0.6576930679425561,3.2328612978485003,0.6486816191633484,0.8761697708221161,0.12383022917788383,0.2750872924603336,0.21064318842912444,0.09826567676034059,0.42528179252006276,0.23085823722802068,0.9017343232396594,815.0
